multiplier,t_final,n_steps,final_l2,mean_l2,max_l2,space_time_l2,final_l2_growth_vs_x1,space_time_l2_growth_vs_x1
1.0,25.0,250,0.038792079044349885,0.09057941089321184,0.28144357896407657,0.0660226270653258,1.0,1.0
2.0,50.0,500,0.089276830467354,0.07020332135369811,0.28144357896407657,0.05986456003484139,2.301419069735508,0.9067279309502281
5.0,125.0,1250,0.560213518890423,0.2020305954597442,0.560213518890423,0.32646599275532956,14.441440951126822,4.9447592025126355
10.0,250.0,2500,1.8986746039735634,0.7036206225308668,1.8986746039735634,1.0683102663555475,48.94490449462279,16.18097179469264
